_id,商店名称,价格,商品链接,购买人数,商品,城市
5d391eecc987ddf6abd315e1,anta官方旗舰店,279.00,https:////detail.tmall.com/item.htm?id=595032073830&ns=1&abbucket=6,680人付款,安踏要疯篮球服运动套装夏季官网2019新款篮球套装球衣潮15931209,福建 泉州
5d391eecc987ddf6abd315e2,盛雅美运动专营店,79.00,https:////detail.tmall.com/item.htm?id=593450508576&ns=1&abbucket=6,6000+人付款,欧文11号凯尔特人球衣女宽松外穿bf风男潮嘻哈街头定制篮球服背心,广东 广州
5d391eecc987ddf6abd315e3,健飞旗舰店,55.00,https:////detail.tmall.com/item.htm?id=546093415501&ns=1&abbucket=6,3467人付款,儿童篮球服套装比赛服男童幼儿园小学生训练表演队服运动球衣定制,广东 深圳
5d391eecc987ddf6abd315e4,运动羊旗舰店,98.00,https:////detail.tmall.com/item.htm?id=587599417128&ns=1&abbucket=6,602人付款,篮球服定制 套装男大学生儿童训练队服儿童球衣篮球背心印字比赛,广东 广州
5d391eecc987ddf6abd315e5,艾斯洛奇运动专营店,65.00,https:////detail.tmall.com/item.htm?id=585394302243&ns=1&abbucket=6,1334人付款,双面篮球服套装男学生定制队服比赛运动背心训练服儿童球衣篮球服,福建 福州
5d391eedc987ddf6abd315e6,鹿仕尼旗舰店,45.00,https:////detail.tmall.com/item.htm?id=575427975768&ns=1&abbucket=6,4163人付款,儿童篮球服套装宝宝训练运动背心欧文勇士库里湖人科比詹姆斯球衣,广东 广州
5d391eedc987ddf6abd315e7,苇玖诚运动专营店,99.00,https:////detail.tmall.com/item.htm?id=586997564837&ns=1&abbucket=6,1100人付款,李宁篮球比赛套装男士2019新款篮球系列篮球服针织运动服AATP001,河南 洛阳
5d391eedc987ddf6abd315e8,亿尔恩志运动旗舰店,118.00,https:////detail.tmall.com/item.htm?id=567086162856&ns=1&abbucket=6,508人付款,亿尔恩志 篮球服套装男定制背心训练服篮球衣篮球男学生2019新款,湖南 株洲
5d391eedc987ddf6abd315e9,eu运动旗舰店,68.00,https:////detail.tmall.com/item.htm?id=592200498678&ns=1&abbucket=6,1410人付款,双面篮球服套装男定制球衣女学生比赛服运动背心训练队服儿童球服,福建 福州
5d391eedc987ddf6abd315ea,赛高旗舰店,55.00,https:////detail.tmall.com/item.htm?id=578225674840&ns=1&abbucket=6,1888人付款,赛高双面篮球服套装男定制学生比赛服儿童训练篮球衣运动队服背心,广东 广州
5d391eeec987ddf6abd315eb,并力运动旗舰店,45.00,https:////detail.tmall.com/item.htm?id=596567378688&ns=1&abbucket=6,2196人付款,并力球衣篮球服套装男大学生比赛球服篮球男套装定制印字队服背心,广东 广州
5d391eeec987ddf6abd315ec,后舍男生运动旗舰店,45.00,https:////detail.tmall.com/item.htm?id=588991339108&ns=1&abbucket=6,5000+人付款,篮球服套装男大学生夏季比赛服定制篮球服训练队服印号球衣背心,广东 深圳
5d391eeec987ddf6abd315ed,后舍男生运动旗舰店,59.00,https:////detail.tmall.com/item.htm?id=526908623802&ns=1&abbucket=6,403人付款,篮球服女套装 女学生篮球衣定制篮球队服训练服背心女子蓝球服,广东 深圳
5d391eeec987ddf6abd315ee,let立腾旗舰店,98.00,https:////detail.tmall.com/item.htm?id=588568909203&ns=1&abbucket=6,659人付款,双面篮球服套装男定制大学生篮球训练服比赛队服印字两面穿篮球衣,湖南 株洲
5d391eefc987ddf6abd315ef,彪冠旗舰店,39.00,https:////detail.tmall.com/item.htm?id=554283943081&ns=1&abbucket=6,3196人付款,篮球服套装男夏季大学生短袖球衣球服篮球男套装定制印字队服背心,广东 广州
5d391eefc987ddf6abd315f0,橙火旗舰店,59.00,https:////detail.tmall.com/item.htm?id=528499861389&ns=1&abbucket=6,3328人付款,中大童儿童篮球服套装男孩中小学生队服男童女童夏季训练球衣定制,广东 广州
5d391eefc987ddf6abd315f1,运动羊旗舰店,98.00,https:////detail.tmall.com/item.htm?id=588780313758&ns=1&abbucket=6,374人付款,篮球服套装男定制 学生比赛训练队服儿童球服球衣篮球男套装背心,广东 广州
5d391eefc987ddf6abd315f2,准者运动旗舰店,89.00,https:////detail.tmall.com/item.htm?id=541209292187&ns=1&abbucket=6,827人付款,准者篮球服 套装男士定制队服比赛训练球衣透气大学生运动diy印制,福建 厦门
5d391eefc987ddf6abd315f3,取步旗舰店,58.00,https:////detail.tmall.com/item.htm?id=565726025685&ns=1&abbucket=6,1049人付款,儿童篮球服套装小学生训练服女童男童幼儿园表演紧身衣四件套球衣,广东 广州
5d391ef0c987ddf6abd315f4,格丽世家旗舰店,38.00,https:////detail.tmall.com/item.htm?id=571582163543&ns=1&abbucket=6,4566人付款,篮球服套装男定制蓝球服青少年夏季球服男生透气背心篮球衣服印字,广东 广州
5d391ef0c987ddf6abd315f5,篮人运动专营店,118.00,https:////detail.tmall.com/item.htm?id=597675682628&ns=1&abbucket=6,369人付款,双面篮球服套装男定制免费透气正反两面穿球衣个性比赛服队服印字,福建 泉州
5d391ef0c987ddf6abd315f6,桥哥qiao,55.00,https:////item.taobao.com/item.htm?id=591501646238&ns=1&abbucket=6#detail,2263人付款,2019新款篮球服套装男定制CUBA篮球比赛队背心训练服全明星球衣潮,广东 广州
5d391ef0c987ddf6abd315f7,鹿仕尼旗舰店,32.00,https:////detail.tmall.com/item.htm?id=577989406189&ns=1&abbucket=6,5000+人付款,球衣篮球服男 女套装学生篮球衣儿童球服背心比赛训练服队服定制,广东 广州
5d391ef0c987ddf6abd315f8,动起来运动户外专营店,58.00,https:////detail.tmall.com/item.htm?id=527607119815&ns=1&abbucket=6,1912人付款,球衣篮球服定制套装男大学生球衣比赛篮球队服运动服训练背心夏季,广东 广州
5d391ef1c987ddf6abd315f9,苇玖诚运动专营店,129.00,https:////detail.tmall.com/item.htm?id=585134684793&ns=1&abbucket=6,341人付款,李宁3+1篮球比赛裤男2019新款短裤子宽松速干春季透气五分运动裤,河南 洛阳
5d391ef1c987ddf6abd315fa,快跑运动专营店,30.00,https:////detail.tmall.com/item.htm?id=40470139039&ns=1&abbucket=6,6000+人付款,篮球服套装球衣篮球男篮球服定制跑步运动服无袖短裤速干吸汗夏季,广东 广州
5d391ef1c987ddf6abd315fb,亿尔恩志运动旗舰店,118.00,https:////detail.tmall.com/item.htm?id=584829584797&ns=1&abbucket=6,405人付款,亿尔恩志 篮球服套装男球衣篮球男定制队服速干 2019新款魔王系列,湖南 株洲
5d391ef1c987ddf6abd315fc,李宁官方网络旗舰店,239.00,https:////detail.tmall.com/item.htm?id=597861723434&ns=1&abbucket=6,209人付款,李宁篮球比赛裤男士2019新款BADFIVE篮球系列速干男装针织运动裤,上海
5d391ef1c987ddf6abd315fd,风派路旗舰店,59.00,https:////detail.tmall.com/item.htm?id=589986682027&ns=1&abbucket=6,1.5万+人付款,篮球服套装男定制大学生夏季比赛训练运动背心儿童篮球球衣队服女,广东 广州
5d391ef2c987ddf6abd315fe,杉沙奕彤旗舰店,79.00,https:////detail.tmall.com/item.htm?id=596532992672&ns=1&abbucket=6,528人付款,公牛队23号篮球服球衣女宽松外穿篮球背心bf风定制运动衣篮球服男,广东 广州
5d391ef2c987ddf6abd315ff,安踏体育篮球旗舰店,99.00,https:////detail.tmall.com/item.htm?id=596624434488&ns=1&abbucket=6,289人付款,安踏篮球运动套装男士要疯比赛套官网2019夏运动服短袖短裤两件套,福建 泉州
5d391ef2c987ddf6abd31600,雪里格斯服饰旗舰店,98.00,https:////detail.tmall.com/item.htm?id=597968326545&ns=1&abbucket=6,74人付款,篮球服定制 套装男全身DIY大学生球衣篮球背心比赛训练服队服印字,广东 广州
5d391ef2c987ddf6abd31601,艾斯洛奇运动专营店,55.00,https:////detail.tmall.com/item.htm?id=592301706311&ns=1&abbucket=6,626人付款,篮球服套装男定制学生比赛队服训练服潮流印字蓝球衣球服女篮球服,福建 福州
5d391ef2c987ddf6abd31602,尼尔凡迪旗舰店,65.00,https:////detail.tmall.com/item.htm?id=595922429141&ns=1&abbucket=6,973人付款,双面篮球服套装男定制背心训练服女儿童队服大学生个性球衣蓝球服,广东 广州
5d391ef9c987ddf6abd31603,透明风朝雨暮阳专卖店,118.00,https://https://click.simba.taobao.com/cc_im?p=%C0%BA%C7%F2%B7%FE&s=2045157955&k=641&e=tLetG4DdqBdzYzzsjYZPNUAg%2BYh77dFqvKynzAK2ODPwQn2Zc1ShutoGln%2BH7UHWAbVnlugfVJkeG0jZHoE%2BG1irjFyeETeSMDG5Kcuvt4Ulq4cPfIlA9H8Jzd4%2FewJ%2Fku8UeoTNgqD6B18zxN0cs6jKRZkOrOf3cHJ2bv%2Bpl1krgDztyj864DXBNdbJHHWCkk546nbzMwxfySVADhBrHIPnaMiW48w5vypuY8kDWPw5ECstv%2FtJOJni%2BvJxX%2BYf1caKDsqk0cJEThswxTT2emjZetERZYeV0kerrhkm%2Fwe9LA9as4JSk6ZUe7XIBQrh%2BeaI5Dmh73oSG5FhlJ1%2BpReJruUZ9RI4fXQ0zpVtpDMLb2ba%2FX1IEaWsYsAQirn19eqg5UijMGfaxlLk1NELacmiFuGRzIVk%2BdTeF%2BvNxCHmUHYQvgZEyaM9v74RTeiUG5khpvZsUlj5h7VDcbarR43kzhSAhjTFBXgl7DL%2FfkD7E0qrvDwEZmPf1MyHPcvpXVrELV3x%2Fi4ah0OPtWDfK46swVW8kJRmyaIW4ZHMhWTdCUI0seissJFyeqYUYz0iPbTdowWU79aO%2FjsJQ25qdB1fvXR4Av5NDlBDEUItiKXC6VeG9q6Swuhs9PyG49F4,1565人付款,透明风篮球服套装男定制比赛队服团购运动训练背心球衣篮球男印字,广东 广州
5d391ef9c987ddf6abd31604,迅飞旗舰店,45.00,https:////detail.tmall.com/item.htm?id=561567445908&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6,1.0万+人付款,篮球服套装男球衣定制夏季大学生运动比赛训练篮球衣队服背心印字,广东 广州
5d391efac987ddf6abd31605,迪卡侬旗舰店,29.90,https:////detail.tmall.com/item.htm?id=39997066537&ad_id=&am_id=&cm_id=140105335569ed55e27b&pm_id=&abbucket=6,2767人付款,迪卡侬篮球服 无袖运动背心男士宽松速干训练比赛球衣夏季TARMAK,上海
5d391efac987ddf6abd31606,腾澳运动专营店,65.00,https:////detail.tmall.com/item.htm?id=572252206852&ns=1&abbucket=6,3028人付款,双面篮球服套装男背心定制学生比赛球衣透气印字号个性运动训练服,福建 福州
5d391efac987ddf6abd31607,赛高旗舰店,46.00,https:////detail.tmall.com/item.htm?id=521474560596&ns=1&abbucket=6,2.0万+人付款,赛高球衣篮球服套装男大学生短袖球服篮球男套装定制印字队服背心,广东 广州
5d391efac987ddf6abd31608,迅飞旗舰店,89.00,https:////detail.tmall.com/item.htm?id=547803916453&ns=1&abbucket=6,1993人付款,球衣篮球服套装男夏季比赛运动篮球训练队服定制球衣背心团购印字,广东 广州
5d391efac987ddf6abd31609,透明风朝雨暮阳专卖店,118.00,https:////detail.tmall.com/item.htm?id=568282539155&ns=1&abbucket=6,1565人付款,透明风篮球服套装男定制比赛队服团购运动训练背心球衣篮球男印字,广东 广州
5d391efbc987ddf6abd3160a,anta官方旗舰店,109.00,https:////detail.tmall.com/item.htm?id=593979850286&ns=1&abbucket=6,2853人付款,安踏篮球运动套装男士要疯比赛套官网2019夏运动服短袖短裤两件套,福建 泉州
5d391efbc987ddf6abd3160b,章韩旗舰店,49.00,https:////detail.tmall.com/item.htm?id=593740110881&ns=1&abbucket=6,582人付款,新款篮球服团购印字球服少年比赛训练服球衣定制队服篮球服男套装,广东 广州
5d391efbc987ddf6abd3160c,李宁官方网络旗舰店,139.00,https:////detail.tmall.com/item.htm?id=584785932841&ns=1&abbucket=6,2978人付款,李宁篮球比赛套装男士2019新款篮球系列篮球服针织运动服AATP001,上海
5d391efbc987ddf6abd3160d,腾澳运动专营店,50.00,https:////detail.tmall.com/item.htm?id=579853658362&ns=1&abbucket=6,8000+人付款,篮球服套装男定制儿童学生比赛训练个性队服女宽松运动球衣篮球服,福建 福州
5d391efbc987ddf6abd3160e,eu运动旗舰店,55.00,https:////detail.tmall.com/item.htm?id=562538946598&ns=1&abbucket=6,1.0万+人付款,篮球服套装男定制队服学生比赛训练篮球衣印字儿童背心球服篮球服,福建 福州
5d391efcc987ddf6abd3160f,达格豪运动专营店,55.00,https:////detail.tmall.com/item.htm?id=536634692707&ns=1&abbucket=6,8000+人付款,儿童篮球服套装男童夏季小学生球衣队服定制宝宝幼儿园女孩训练服,广东 广州
5d391efcc987ddf6abd31610,乐谣旗舰店,33.00,https:////detail.tmall.com/item.htm?id=565397566265&ns=1&abbucket=6,1.0万+人付款,夏季儿童篮球服套装男童女宝宝幼儿园男孩表演服装小学生训练球衣,广东 广州
5d391efcc987ddf6abd31611,anta官方旗舰店,279.00,https:////detail.tmall.com/item.htm?id=595032073830&ns=1&abbucket=6,680人付款,安踏要疯篮球服运动套装夏季官网2019新款篮球套装球衣潮15931209,福建 泉州
5d391efcc987ddf6abd31612,盛雅美运动专营店,79.00,https:////detail.tmall.com/item.htm?id=593450508576&ns=1&abbucket=6,6000+人付款,欧文11号凯尔特人球衣女宽松外穿bf风男潮嘻哈街头定制篮球服背心,广东 广州
5d391efcc987ddf6abd31613,健飞旗舰店,55.00,https:////detail.tmall.com/item.htm?id=546093415501&ns=1&abbucket=6,3467人付款,儿童篮球服套装比赛服男童幼儿园小学生训练表演队服运动球衣定制,广东 深圳
5d391efdc987ddf6abd31614,运动羊旗舰店,98.00,https:////detail.tmall.com/item.htm?id=587599417128&ns=1&abbucket=6,602人付款,篮球服定制 套装男大学生儿童训练队服儿童球衣篮球背心印字比赛,广东 广州
5d391efdc987ddf6abd31615,艾斯洛奇运动专营店,65.00,https:////detail.tmall.com/item.htm?id=585394302243&ns=1&abbucket=6,1334人付款,双面篮球服套装男学生定制队服比赛运动背心训练服儿童球衣篮球服,福建 福州
5d391efdc987ddf6abd31616,鹿仕尼旗舰店,45.00,https:////detail.tmall.com/item.htm?id=575427975768&ns=1&abbucket=6,4163人付款,儿童篮球服套装宝宝训练运动背心欧文勇士库里湖人科比詹姆斯球衣,广东 广州
5d391efdc987ddf6abd31617,苇玖诚运动专营店,99.00,https:////detail.tmall.com/item.htm?id=586997564837&ns=1&abbucket=6,1100人付款,李宁篮球比赛套装男士2019新款篮球系列篮球服针织运动服AATP001,河南 洛阳
5d391efdc987ddf6abd31618,亿尔恩志运动旗舰店,118.00,https:////detail.tmall.com/item.htm?id=567086162856&ns=1&abbucket=6,508人付款,亿尔恩志 篮球服套装男定制背心训练服篮球衣篮球男学生2019新款,湖南 株洲
5d391efec987ddf6abd31619,eu运动旗舰店,68.00,https:////detail.tmall.com/item.htm?id=592200498678&ns=1&abbucket=6,1410人付款,双面篮球服套装男定制球衣女学生比赛服运动背心训练队服儿童球服,福建 福州
5d391efec987ddf6abd3161a,赛高旗舰店,55.00,https:////detail.tmall.com/item.htm?id=578225674840&ns=1&abbucket=6,1888人付款,赛高双面篮球服套装男定制学生比赛服儿童训练篮球衣运动队服背心,广东 广州
5d391efec987ddf6abd3161b,并力运动旗舰店,45.00,https:////detail.tmall.com/item.htm?id=596567378688&ns=1&abbucket=6,2196人付款,并力球衣篮球服套装男大学生比赛球服篮球男套装定制印字队服背心,广东 广州
5d391efec987ddf6abd3161c,后舍男生运动旗舰店,45.00,https:////detail.tmall.com/item.htm?id=588991339108&ns=1&abbucket=6,5000+人付款,篮球服套装男大学生夏季比赛服定制篮球服训练队服印号球衣背心,广东 深圳
5d391efec987ddf6abd3161d,后舍男生运动旗舰店,59.00,https:////detail.tmall.com/item.htm?id=526908623802&ns=1&abbucket=6,403人付款,篮球服女套装 女学生篮球衣定制篮球队服训练服背心女子蓝球服,广东 深圳
5d391effc987ddf6abd3161e,let立腾旗舰店,98.00,https:////detail.tmall.com/item.htm?id=588568909203&ns=1&abbucket=6,659人付款,双面篮球服套装男定制大学生篮球训练服比赛队服印字两面穿篮球衣,湖南 株洲
5d391effc987ddf6abd3161f,彪冠旗舰店,39.00,https:////detail.tmall.com/item.htm?id=554283943081&ns=1&abbucket=6,3196人付款,篮球服套装男夏季大学生短袖球衣球服篮球男套装定制印字队服背心,广东 广州
5d391effc987ddf6abd31620,橙火旗舰店,59.00,https:////detail.tmall.com/item.htm?id=528499861389&ns=1&abbucket=6,3328人付款,中大童儿童篮球服套装男孩中小学生队服男童女童夏季训练球衣定制,广东 广州
5d391effc987ddf6abd31621,运动羊旗舰店,98.00,https:////detail.tmall.com/item.htm?id=588780313758&ns=1&abbucket=6,374人付款,篮球服套装男定制 学生比赛训练队服儿童球服球衣篮球男套装背心,广东 广州
5d391effc987ddf6abd31622,准者运动旗舰店,89.00,https:////detail.tmall.com/item.htm?id=541209292187&ns=1&abbucket=6,827人付款,准者篮球服 套装男士定制队服比赛训练球衣透气大学生运动diy印制,福建 厦门
5d391f00c987ddf6abd31623,取步旗舰店,58.00,https:////detail.tmall.com/item.htm?id=565726025685&ns=1&abbucket=6,1049人付款,儿童篮球服套装小学生训练服女童男童幼儿园表演紧身衣四件套球衣,广东 广州
5d391f00c987ddf6abd31624,格丽世家旗舰店,38.00,https:////detail.tmall.com/item.htm?id=571582163543&ns=1&abbucket=6,4566人付款,篮球服套装男定制蓝球服青少年夏季球服男生透气背心篮球衣服印字,广东 广州
5d391f00c987ddf6abd31625,篮人运动专营店,118.00,https:////detail.tmall.com/item.htm?id=597675682628&ns=1&abbucket=6,369人付款,双面篮球服套装男定制免费透气正反两面穿球衣个性比赛服队服印字,福建 泉州
5d391f00c987ddf6abd31626,桥哥qiao,55.00,https:////item.taobao.com/item.htm?id=591501646238&ns=1&abbucket=6#detail,2263人付款,2019新款篮球服套装男定制CUBA篮球比赛队背心训练服全明星球衣潮,广东 广州
5d391f00c987ddf6abd31627,鹿仕尼旗舰店,32.00,https:////detail.tmall.com/item.htm?id=577989406189&ns=1&abbucket=6,5000+人付款,球衣篮球服男 女套装学生篮球衣儿童球服背心比赛训练服队服定制,广东 广州
5d391f01c987ddf6abd31628,动起来运动户外专营店,58.00,https:////detail.tmall.com/item.htm?id=527607119815&ns=1&abbucket=6,1912人付款,球衣篮球服定制套装男大学生球衣比赛篮球队服运动服训练背心夏季,广东 广州
5d391f01c987ddf6abd31629,苇玖诚运动专营店,129.00,https:////detail.tmall.com/item.htm?id=585134684793&ns=1&abbucket=6,341人付款,李宁3+1篮球比赛裤男2019新款短裤子宽松速干春季透气五分运动裤,河南 洛阳
5d391f01c987ddf6abd3162a,快跑运动专营店,30.00,https:////detail.tmall.com/item.htm?id=40470139039&ns=1&abbucket=6,6000+人付款,篮球服套装球衣篮球男篮球服定制跑步运动服无袖短裤速干吸汗夏季,广东 广州
